projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
Corona Schnelltesterkennung für blinde und sehbeeinträchtige Menschen;Blinde Personen sind in der Corona-Pandemie bei der Auswertung von Sars-CoV-2-Schnelltests auf die Hilfe ihrer Mitmenschen angewiesen. Mit Hilfe einer App basierend auf Objekterkennungsmodellen soll eine automatische Auswertung von Fotos der Schnelltestergebnisse möglich werden.;['Datenanwendung für Öffentlichkeit', 'Künstliche Intelligenz', 'Webanwendungen'];['Gesundheit', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/corona-schnelltesterkennung-fur-blinde-und-sehbeeintraechtige-menschen/626;https://www.civic-coding.de/community/projekt/corona-schnelltesterkennung-fur-blinde-und-sehbeeintraechtige-menschen/626;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Critical Sensors Workshop 2021;Wir planen eine Reihe von Workshops zu verschiedenen Themen im Zusammenhang mit der Ausstellung Critical-Zones. Anmeldung über das ZKM:12.3.202123.4.202114.5.2021Umgebungssensorensind das erste ...;['Fortbildung'];['Inklusion & Teilhabe', 'Klima & Umwelt'];Abgeschlossen;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/sensors21;https://ok-lab-karlsruhe.de/projekte/sensors21;CC-BY 4.0;https://codefor.de
Critical Zones Führung - Offene Daten, 24.10.2020;Führung/Workshop zur Ausstellung Critical Zones am ZKMWie können wir die kritische Zone besser verstehen? Wie können wir die zahlreichen, oft für uns nicht sichtbaren Prozesse begreifen, die ihr frag ...;['Fortbildung'];['Inklusion & Teilhabe', 'Klima & Umwelt'];Abgeschlossen;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/cz;https://ok-lab-karlsruhe.de/projekte/cz;CC-BY 4.0;https://codefor.de
Crossfoam;Crossfoam analysiert und visualisiert Filterblasen in sozialen Netzwerken. Dies gibt Nutzern die Möglichkeit zu erkennen, ob die eigene Online-Community eine Echo-Kammer ist oder verschiedene Meinungen zusammenbringt. Detaillierte Analysen ermöglichen es den Nutzern, das soziale Netzwerk zu erkunden, es vielfältiger zu gestalten oder – falls gewünscht – noch spezifischer zu machen. Das Projekt wurde vom Prototypefund gefördert.;['Datenanalyse', 'Datenreporting', 'Open-Source-Software', 'Webanwendungen'];['Demokratie & Soziale Rechte'];Unbekannt;Ultrapop;https://www.ultrapop.de/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
CutePetsCologne;Ein Twitterbot, der süße Tiere aus den Kölner Tierheimen Dellbrück und Zollstock postet. Implementiert auf Basis von CutePetsChemnitz im Rahmen des #openimpact Marathon von DataLook.;['Webanwendungen'];['Stadtentwicklung'];Abgeschlossen;OK Lab Köln, Code for Germany;https://github.com/karen-sch/CutePetsCologne;https://codefor.de/projekte/cologne-cute-pets/;CC-BY 4.0;https://codefor.de
Cybercraft - die Vernetzung von Mensch, Maschine und Idee.;Ein Update für den Werkzeugkasten Im Handwerk! Künstliche Intelligenzen in Zusammenspiel mit Robotik und Maschinen können von Handwerkern kreativ genutzt werden, um neue Lösungen für alte Probleme zu finden, innovative Ideen umzusetzen und Arbeitsprozesse zu optimieren.;['Automatisierung', 'Datenanwendung für Öffentlichkeit', 'Datenreporting', 'Künstliche Intelligenz'];['Arbeit & Soziales'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743;https://www.civic-coding.de/community/projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743;CC-BY-NC-ND 4.0;https://www.civic-coding.de
CycleDorf;CycleDorf ist eine App, die Deine Fahrradtouren aufnimmt. Dadurch gesammelte Daten können für die kommunale Verkahrsplanung verwendet werden, um Düsseldorf zu einer besseren Stadt für Fahrradfahrer zu …;['Datenanalyse', 'Open-Source-Software'];['Stadtentwicklung'];In Betrieb;OK Lab Düsseldorf, Code for Germany;http://www.cycledorf.de/, https://github.com/codefordus/CycleDorf-iOS, https://github.com/codefordus/CycleDorf-Android, https://codefordus.hackpad.com/collection/FvUzMKdDmvA;https://codefor.de/projekte/dus-cycledorf/;CC-BY 4.0;https://codefor.de
"""DANKE"" - Digitaler Assistent für Nachhaltige Kommunale Entwicklung";DANKE ist eine Assistenzsoftware, die Kommunen eine ganzheitliche Einschätzung und Konzeptionierung ihrer Entwicklungsvorhaben ermöglicht. Ein KI-gestützter Prozess leitet Verwaltungen durch eine Projektevaluation, die anerkannten Modellen nachhaltiger Entwicklung folgt.;['Datenanalyse', 'Datenreporting', 'Künstliche Intelligenz'];['Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;https://www.civic-coding.de/community/projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;CC-BY-NC-ND 4.0;https://www.civic-coding.de
DAS FEST - Klima Akademie;OK Lab Karlsruhe beim DAS FEST 2024Am Sonntag, 21. Juli 2024 sind wir mit einem Stand auf Süddeutschlands größtemFamilien- und Musikfestival vertreten, um über offene Daten und unsere spannenden Pro ...;['Datenreporting', 'Fortbildung', 'Künstliche Intelligenz', 'Open-Source-Software', 'Webanwendungen', 'Wirkungsmessung', 'Öffentliche Daten'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Klima & Umwelt'];In Betrieb;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/fest24;https://ok-lab-karlsruhe.de/projekte/fest24;CC-BY 4.0;https://codefor.de
DBpedia Places Berlin;Eine Webseite/WebApp, die Wikipediaseiten mit Berliner Koordinaten auf einer Karte markiert und beim Anklicken Titel, Bild, Zusammenfassung und Wikipedialink anzeigt. Die Koordinaten stammen aus …;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Stadtentwicklung'];Unbekannt;OK Lab Berlin, Code for Germany;https://github.com/notapirate/dbpediaplacesberlin;https://codefor.de/projekte/dbpediaplacesberlin/;CC-BY 4.0;https://codefor.de
DC2HEAT;Umsetzung der Erkenntnisse aus dem vorangegangenen Projekt DC-HEAT. Ziel ist die Schaffung eines KI-Leuchtturms für die Abwärmenutzung aus Rechenzentren am Beispiel Frankfurt. DC2HEAT soll dazu beitragen, dass die dynamisch wachsende Rechenzentrumsinfrastruktur klimafreundlich betrieben werden kann.;['Datenanalyse', 'Künstliche Intelligenz'];['Klima & Umwelt', 'Stadtentwicklung'];Unbekannt;Borderstep Institut;https://www.borderstep.de/projekte/dc2heat/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
DESIRE4ELECTRONICS;Das Projekt nutzt künstliche Intelligenz, um den Recyclingprozess für Elektrokleingeräte zu automatisieren.;['Automatisierung', 'Datenanalyse', 'Künstliche Intelligenz'];['Klima & Umwelt'];Abgeschlossen;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V., acp systems AG, United Nations Institute for Training and Research (UNITAR), Deprag Schulz GmbH u. Co.;https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekte/desire4electronics/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
DOfE - Data Open for Everyone;DOfE ist eine Plattform, die relevante offene Daten aus ganz Deutschland sammelt, konsolidiert, harmonisiert, visualisiert und erklärt. Ziel ist es, diese Daten für jeden verständlich und zugänglich zu machen und so zur Demokratisierung von Daten und mehr Transparenz beizutragen.;['Datenanalyse', 'Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Datenreporting', 'Digitale Plattformen', 'Öffentliche Daten'];['Demokratie & Soziale Rechte', 'Gesundheit', 'Inklusion & Teilhabe', 'Klima & Umwelt', 'Organisation & Professionalisierung'];In Weiterentwicklung;MI4People gGmbH;https://dofe-mi4people.streamlit.app/;https://de.mi4people.org/dofe;CC-BY 4.32;https://civic-data.de/
DREAMmachine — KI-gestützte Visionsentwicklung im Dialog;Von der Einzelmeinung zur strategischen Erkenntnis. Die DREAMmachine macht Bürger:innen-Bedarfe durch KI-gestützte Visualisierung messbar und verständlich. Ein Civic-Tech-Ansatz für mehr Resonanz, höhere Engagement-Raten und datengestützte Entscheidungen.;['Datenreporting', 'Digitale Plattformen'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Stadtentwicklung'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/dreammachine-ki-gestutzte-visionsentwicklung-im-dialog/1421;https://www.civic-coding.de/community/projekt/dreammachine-ki-gestutzte-visionsentwicklung-im-dialog/1421;CC-BY-NC-ND 4.0;https://www.civic-coding.de
DRK Data Science Hub;Der DRK Data Science Hub erprobt mit Pilotprojekten wie datenanalytische Verfahren einen Mehrwert in den sozialen Angeboten vor Ort erzeugen können. Im Fokus des Projekts steht neben den Datenpilotprojekten der Aufbau eines Expert*innen-Netzwerks, die Implementierung eines Fortbildungsangebot zur Stärkung der Datenkompetenz im DRK und der Ausbau der technischen Infrastruktur innerhalb des Verbandes, zum Beispiel durch die Entwicklung eines Datenkatalogs in der DRK-Wohlfahrt.;['Datenanalyse', 'Fortbildung', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/drk-data-science-hub/2;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/drk-data-science-hub/2;CC-BY-NC-ND 4.0;https://www.civic-coding.de
DRK Datenkatalog;Der DRK Datenkatalog ist die zentrale Anlaufstelle für wichtige Daten rund um die Wohlfahrt und bietet einen strukturierten Überblick über Datensätze, die für die Wohlfahrtsarbeit des DRK von Relevanz sind. Er fördert Transparenz und erleichtert den Datenaustausch zwischen Mitarbeitenden, Forschenden, Entwickelnden, den Medien und der Zivilgesellschaft.;['Datenerhebung', 'Datenmanagement', 'Digitale Plattformen', 'Öffentliche Daten', 'Webanwendungen', 'Wissensorganisation'];['Flucht & Migration', 'Gesundheit', 'Inklusion & Teilhabe', 'Jugendhilfe', 'Soziale Dienste'];In Betrieb;DRK-Wohlfahrt, Deutsches Rotes Kreuz e.V.;https://drk-wohlfahrt.de/datenkatalog;https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;;
Das FabLab der Uni Konstanz als außerschulischer Lernort und Vibe Coding Hub;Ziel ist es, das FabLab der Uni Konstanz als außerschulischen Lernort für Jugendliche auszubauen. Moderne Fertigungstechniken werden gelernt und genutzt, um eigene Projekte zu realisieren. Elemtarer Bestandteil sollen zudem die Integration des Vibe Codings sein,;['Fortbildung'];['Bildung'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/das-fablab-der-uni-konstanz-als-ausserschulischer-lernort-und-vibe-coding-hub/1467;https://www.civic-coding.de/community/projekt/das-fablab-der-uni-konstanz-als-ausserschulischer-lernort-und-vibe-coding-hub/1467;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Das Portal für die gesunde Psyche (Start: Gesunde Psyche als Wirtschaftsfaktor);Speziell entwickelte PsyingU-Module stärken das Bewusstsein für die Gesunde Psyche. Im ersten Schritt entstigmatisieren wir Belastungen in Unternehmen, finden co-kreativ dort Lösungen und berechnen eine PsyingU-Quote. Kostenträger, Anbieter werden in einer Plattform gebündelt.;['Digitale Plattformen', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Arbeit & Soziales', 'Gesundheit'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/das-portal-fur-die-gesunde-psyche-start-gesunde-psyche-als-wirtschaftsfaktor/209;https://www.civic-coding.de/community/projekt/das-portal-fur-die-gesunde-psyche-start-gesunde-psyche-als-wirtschaftsfaktor/209;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Das steht dir zu;Das steht dir zu ist ein Informationsportal der Caritas in NRW, das umfassend über Sozialleistungen wie Bürgergeld, Wohngeld und Kindergeld informiert. Es bietet praktische Tools wie einen Bürgergeld-Rechner und einen KI-Chat zur Unterstützung bei der Beantragung von Leistungen.;['Datenanwendung für Öffentlichkeit', 'Datenreporting', 'Digitale Plattformen', 'Virtuelle Assistenz'];['Arbeit & Soziales', 'Flucht & Migration', 'Inklusion & Teilhabe', 'Jugendhilfe', 'Soziale Dienste', 'Stadtentwicklung'];In Betrieb;Caritas in NRW und die Caritas- und Fachverbände in Nordrhein-Westfalen;https://www.das-steht-dir-zu.de/start/, http://ki-chat.das-steht-dir-zu.de/, https://www.das-steht-dir-zu.de/arbeit/buergergeld/der-buergergeld-rechner/;https://www.das-steht-dir-zu.de/;CC-BY 4.60;https://civic-data.de/
Dashboard für das Tracking von Websitezugriffszahlen;Wir bauen ein internes Dashboard, das Website-Zugriffszahlen zentral bündelt und die Analyse wichtiger Metriken auf einen Blick ermöglicht.;['Datenreporting'];[];Abgeschlossen;CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2019-11-WBD;CC-BY 4.0;https://correlaid.org/
Data Flow von R zu Metabase zu Google Docs: Ein Live-Connected Reporting-Workflow;Dieses Projekt entwickelte Software-Tools, die einen live-verbundenen Datenfluss von R zu Google Docs über Metabase und Google AppScript ermöglichen. Die Tools automatisieren die Kuratierung von Metabase-Instanzen und synchronisieren Metabase-Dashboards und -Abfragen mit Google Sheets für technisch weniger versierte Nutzer*innen.;['Automatisierung', 'Datenanalyse', 'Datenmanagement', 'Datenreporting', 'Interne Datenanwendung'];['Inklusion & Teilhabe', 'Organisation & Professionalisierung'];Eingestellt;CorrelAid e.V., Anonyme Organisation;;https://correlaid.org//daten-nutzen/projektdatenbank/2022-10-LCR;CC-BY 4.0;https://correlaid.org/
Data Story mit Konstanzer Klima- und Wetterdaten;Offene Klima- und Wetterdaten aus Konstanz werden zur Data Story: Bürger*innen sehen, wie sich das Stadtklima verändert und wo Anpassungsmaßnahmen wirken.;['Datenreporting', 'Open-Source-Software', 'Webanwendungen'];['Klima & Umwelt', 'Stadtentwicklung'];Abgeschlossen;Smart Green City Konstanz, CorrelAid e.V.;https://stadtdaten.konstanz.digital/stadtklima/ , https://github.com/sgc-kn/dashboards;https://correlaid.org/projekte/projektdatenbank/2025-01-SGC;CC-BY 4.0;https://correlaid.org/
DataKind: efficient vaccine coverage;DataKind ist eine Organisation, die ehrenamtliche Datenwissenschaftler mit humanitären Organisationen zusammenbringt.;['Datenanalyse', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Gesundheit', 'Internationale Projekte', 'Klima & Umwelt', 'Soziale Dienste'];Unbekannt;Global Nonprofit Organisation;https://www.datakind.org/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Daten aus dem Geoportal Berlin;Berlin veröffentlicht Datensätze über das Geoportal Berlin, den sog. FIS Broker. Die Daten sind über WMS und WFS Schnittstellen erreichbar und daher nicht ohne weiteres für eigene Webanwendungen …;['Karten & Verzeichnisse', 'Öffentliche Daten'];['Stadtentwicklung'];Unbekannt;OK Lab Berlin, Code for Germany;https://berlin.codefor.de/luftbilder/, https://github.com/jochenklar/berlin-aerial, https://berlin.codefor.de/maps/, https://github.com/jochenklar/berlin-maps;https://codefor.de/projekte/fis-broker/;CC-BY 4.0;https://codefor.de
Daten.Cafe;Daten.Cafe möchte auf einfache Art grundlegende Kenntnisse in Datenkompetenz vermitteln. Dafür bilden ein freier Zugang zur Anwendung und den Ergebnissen die Basis. Die Anwendung erlaubt das Erlernen  ...;['Fortbildung', 'Open-Source-Software', 'Webanwendungen'];['Bildung', 'Inklusion & Teilhabe'];In Betrieb;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/datencafe;https://ok-lab-karlsruhe.de/projekte/datencafe;CC-BY 4.0;https://codefor.de
Datenanalyse für das Europäische Jugendparlament;Das CorrelAid-Projektteam analysierte Umfragen des Europäischen Jugendparlaments (EYP), um detaillierte Einblicke in die Teilnehmerstruktur und den Impact der Veranstaltungen zu gewinnen. Die Ergebnisse und Empfehlungen für zukünftige Datenerfassung und Umfragedesign wurden in einem Bericht zusammengefasst und visualisiert.;['Datenanalyse', 'Datenreporting'];['Inklusion & Teilhabe', 'Internationale Projekte', 'Jugendhilfe', 'Organisation & Professionalisierung'];Eingestellt;CorrelAid e.V., Europäisches Jugendparlament;;https://correlaid.org//daten-nutzen/projektdatenbank/2020-05-EYP;CC-BY 4.0;https://correlaid.org/
Datenbank für Nachhaltigkeitsqualifikationen;Dieses Projekt ist eine durchsuchbare Datenbank und Web-App zur interaktiven Bewertung von Qualifikationen im Bereich der Nachhaltigkeit. Es zielt darauf ab, eine benutzerfreundliche Plattform für die Erkundung und Bewertung solcher Qualifikationen bereitzustellen.;['Datenmanagement', 'Digitale Plattformen', 'Webanwendungen'];['Klima & Umwelt'];In Betrieb;OdA Umwelt;https://www.umweltprofis.ch/assessment;https://correlaid.org//daten-nutzen/projektdatenbank/2019-11-ODA;CC-BY 4.0;https://correlaid.org/
