Index;Quelle;Projektname;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art;Einsatzbereich
109;https://www.civic-coding.de/community/projekt/se3d-inklusive-vernetzung-durch-innovative-matching-technologie-in-der-sozialwirtschaft/1189;SE3D – Inklusive Vernetzung durch innovative Matching-Technologie in der Sozialwirtschaft;www.paulinenpflege.de;Civic Coding;Unbekannt;Die Plattform verbindet Menschen, die Unterstützung benötigen oder anbieten können: Nachfrager, Anbieter und Assistenten. Sie nutzt einen KI-unterstützten Chat. Ziel der Plattform ist eine effiziente Verbindung, die Vertrauen aufbaut und Lösungen für alle Beteiligte findet.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;SE3D;Plattform, KI-Anwendung, Matching, Web-App, Vernetzung;Arbeit, Integration, Menschen mit Behinderung, Rehabilitation, Chancengerechtigkeit
110;https://www.civic-coding.de/community/projekt/leicht-machen/1188;Leicht. Machen.;https://www.civic-coding.de/community/projekt/leicht-machen/1188;Civic Coding;Unbekannt;Wir entwickeln Leicht. Machen, ein KI-Tool zur Sprachvereinfachung. Egal ob Leichte Sprache, Einfache Sprache oder ein ganz eigener Stil. Unser innovatives KI-Konzept ermöglicht es jedem, Texte schnell und datenschutzkonform zu vereinfachen und verständlicher zu machen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI Anwendung, Open-Source;Barrierefreiheit, Inklusion, Bildung, Senioren, Menschen mit Behinderung
111;https://www.civic-coding.de/community/projekt/erinnerungsraum/1187;Erinnerungsraum;https://www.civic-coding.de/community/projekt/erinnerungsraum/1187;Civic Coding;Unbekannt;Der Erinnerungsraum ist ein digitaler Raum, in dem Trauernde Erinnerungen in Form von Bildern, Videos, Texten und Sprachnachrichten bewahren und mit Mitmenschen teilen können.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI-Anwendung;Soziale Arbeit, Gesundheit, Wohlfahrt
112;https://www.civic-coding.de/community/projekt/erkennung-von-meeresmull-uber-satelliten/1186;Erkennung von Meeresmüll über Satelliten;https://www.civic-coding.de/community/projekt/erkennung-von-meeresmull-uber-satelliten/1186;Civic Coding;Unbekannt;Das System soll mithilfe von KI und Satellitenbildern eine öffentliche globale real-time Karte von Meeresmüll erstellen. Die Karte soll primär dazu genutzt werden, um Transparenz zu diesem Thema zu kreieren und Meeresreinigungsbemühungen effektiver zu machen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, Kartenanwendung, Open-Source, Maschinelles Lernen, Datenvisualisierung;Umweltschutz, Klimaschutz, Nachhaltigkeit, Datenanalyse, Klimawandel
113;https://www.civic-coding.de/community/projekt/fugitive-dreams-fluchtige-traeume/1185;Fugitive Dreams / Flüchtige Träume;https://www.civic-coding.de/community/projekt/fugitive-dreams-fluchtige-traeume/1185;Civic Coding;Unbekannt;"""Fugitive Dreams"" nutzt KI, um Menschen mit Migrationshintergrund künstlerisch zu fördern. In 6 Workshops mit Experten entstehen digitale Werke, die als NFTs verkauft werden. Erlöse kommen direkt den Teilnehmern zugute, um Integration und soziale Teilhabe zu unterstützen.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Workshops, KI-Anwendung, Maschinelles Lernen, Datenvisualisierung, Plattform;Flucht und Migration, Soziale Arbeit, Inklusion, Bildung, Kultur, Chancengleichheit, Gesundheit
114;https://www.civic-coding.de/community/projekt/lupai-die-ki-die-das-leben-in-deutschland-einfacher-macht/1182;Lupai - Die KI, die das Leben in Deutschland einfacher macht.;https://www.civic-coding.de/community/projekt/lupai-die-ki-die-das-leben-in-deutschland-einfacher-macht/1182;Civic Coding;Unbekannt;Mit Lupai soll eine KI-basierte Webanwendung geschaffen werden, die Menschen mit Migrationserfahrung die selbstständige Information über rechtliche Rahmenbedingungen und administrativen Abläufe im Themenfeld Migration und Arbeit erleichtert.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI-Anwendung, Maschinelles Lernen;Migration, Arbeit, Chancengleichheit, Inklusion, Anti-Diskriminierung, Soziale Arbeit
115;https://www.civic-coding.de/community/projekt/ki-powered-impact-ecosystem/1169;KI powered Impact Ecosystem;https://www.civic-coding.de/community/projekt/ki-powered-impact-ecosystem/1169;Civic Coding;Unbekannt;"Impact Hub verfügt über einen ""Datenschatz"" zu unserem Impact Ökosystem und den involvierten Stakkeholdern. Ziel ist es, durch Datenbereinigung, Modelltraining, Prototypen und Schulungen KI in die tägliche Arbeit zu integrieren.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform, Prozessautomatisierung, Datenanalyse;Arbeit, Umweltschutz, Nachhaltigkeit, Soziale Arbeit
116;https://www.civic-coding.de/community/projekt/magd-open-editable-source-fur-foerdervereine/1168;MAGD • Open Editable Source für Fördervereine;https://www.civic-coding.de/community/projekt/magd-open-editable-source-fur-foerdervereine/1168;Civic Coding;Unbekannt;Persönlicher Chatbot, der „handeln“ kann, für Mitglieder im Schul-Förderverein und QR-basierten Instrumentenverleih.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;MAGD;Open-Source, Prozessautomatisierung, KI-Anwendung, Web-App, Plattform;Inklusion, Bildung, Teilhabe, Soziale Arbeit, Partizipation, Kinder- und Jugendhilfe
117;https://www.civic-coding.de/community/projekt/doppelcheck/1167;Doppelcheck;https://www.civic-coding.de/community/projekt/doppelcheck/1167;Civic Coding;Unbekannt;Prototyp: https://doppelcheck.com Doppelcheck ist eine Open-Source-Browsererweiterung, die mit lokaler KI Desinformation bekämpft. Sie bietet privates, kontextualisiertes Fakten-Checken, Quellenvergleich und diverse Perspektiven, um informierte Entscheidungen zu fördern.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Browser-Erweiterung, KI-Anwendung, Maschinelles Lernen, Datenanalyse;Bildung, Teilhabe, Verbraucherschutz, Demokratie, Zivilgesellschaft, KI, Medienaufsicht
118;https://www.civic-coding.de/community/projekt/the-open-hearing-project/1166;The Open Hearing Project;https://www.civic-coding.de/community/projekt/the-open-hearing-project/1166;Civic Coding;Unbekannt;Wir entwickeln eine Open Source App für Sprachverständlichkeit- und Klangverbesserung. Das ist sinnvoll, weil über 70% der Menschen mit Hörproblemen keine Hörhilfe nutzen und Hörgeräte für die meisten Menschen unerschwinglich sind. Wir wollen eine niedrigschwellige Zugänglichkeit;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Maschinelles Lernen, KI-Anwendung;Barrierefreiheit, Chancengleichheit, Senioren, Umweltschutz, KI, Gesundheit, Teilhabe
119;https://www.civic-coding.de/community/projekt/kitamatch-software-fur-eine-schnelle-faire-und-transparente-kitaplatzvergabe/1165;KitaMatch – Software für eine schnelle, faire und transparente Kitaplatzvergabe;https://www.civic-coding.de/community/projekt/kitamatch-software-fur-eine-schnelle-faire-und-transparente-kitaplatzvergabe/1165;Civic Coding;Unbekannt;Unser Projekt nutzt einen Nobelpreis-prämierten Algorithmus und eigens entwickelte Software, um Probleme bei der Kitaplatzvergabe zu lösen. Das Verfahren gewährleistet faire, schnelle und transparente Platzvergabe, während die Entscheidungsfreiheit der Kitas erhalten bleibt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Empfehlungsdienst, KI-Anwendung, Matching, Web-App;Kinder- und Jugendhilfe, Soziale Arbeit, Chancengleichheit, Integration, Wohlfahrt
120;https://www.civic-coding.de/community/projekt/ki-enna-ein-neuronales-netz-zum-ausprobieren/1160;KI-ENNA: (E)in (N)euronales (N)etz zum (A)usprobieren;https://www.civic-coding.de/community/projekt/ki-enna-ein-neuronales-netz-zum-ausprobieren/1160;Civic Coding;Laufend;KI-ENNA ermöglicht Einblicke in die Funktionsweise neuronaler Netzwerke als Grundlage der Künstlichen Intelligenz und läuft auf einem kostengünstigen, vorprogrammierten und individuell erweiterbaren Raspberry Pi Pico oder im Browser (https://statistical-thinking.de/ki-enna.html).;CC-BY-NC-ND 4.0;https://www.civic-coding.de;KI-ENNA;Open-Source, Workshops, KI-Anwendung, E-Learning, Web-App, Datenvisualisierung;Bildung, KI, Partizipation, Jugendarbeit, Zivilgesellschaft, Technologie
121;https://www.civic-coding.de/community/projekt/holybible/1148;HOLYBIBLE;https://www.civic-coding.de/community/projekt/holybible/1148;Civic Coding;Laufend;Es geht um eine Serie, die Serie Holy.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Datenvisualisierung, Interaktive App;Bildung, Inklusion, Kunst und Kultur, Soziale Arbeit, Jugend
122;https://www.civic-coding.de/community/projekt/factify/1138;Factify;https://www.civic-coding.de/community/projekt/factify/1138;Civic Coding;Laufend;Factify soll Klarheit in Social Media Posts und digitale Inhalte bringen, indem es falsche Behauptungen, mehrdeutige Begriffe und emotionale Sprache identifiziert. Durch eine durchdachte UX ermöglicht es ein schnelles Durchschauen von tendenziösen, mehrdeutigen Narrativen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Analyse von Sensordaten und ML, KI-Anwendung, Medienaufsicht, Open Source Modellierung, Datenvisualisierung, Interaktive App, Erklärbare KI;Bildung, Medienaufsicht, Verbraucherschutz, Gesellschaft und Engagement, Weiterbildung
123;https://www.civic-coding.de/community/projekt/semanticdocuments/1137;SemanticDocuments;https://www.civic-coding.de/community/projekt/semanticdocuments/1137;Civic Coding;Laufend;Wir nutzen KI-Modelle um digitale und gescannte Dokumente auch mit komplexem Layout (wie Mehrspaltigkeit, Tabellen, etc.) barrierefrei (nach PDF/UA-Standard) zugänglich zu machen. Zusätzlich erkennen und extrahieren wir strukturierte Daten in ein maschinenlesbares Format.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Datenanalyse, Maschinelles Lernen, Barrierefreiheit, Inklusion, Open Source;Inklusion, Rehabilitation, Chancengerechtigkeit, Teilhab, Verbraucherschutz, Umwelt- und Verbraucherschutz, Gesellschaft und Engagement
124;https://www.civic-coding.de/community/projekt/bruckenwelten-erste-vollwertige-ki-moderationsmethode/1136;Brückenwelten - Erste vollwertige KI-Moderationsmethode;www.evolve-democracy.de;Civic Coding;Laufend;Durch den gezielten Einsatz von Künstlicher Intelligenz als Sozialtechnologie ermöglichen wir tiefgehende Vernetzung und effektiven Wissenstransfer in maßgeschneiderten Kleingruppen. Ein Moderations-Assistenz-Tool für Partizipations- und Gruppenprozesse.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Open Source, Partizipation, Interaktive App, Datenvisualisierung, Web-App;Gesellschaft und Engagement, Arbeit und Soziales, Chancengerechtigkeit, Teilhab
125;https://www.civic-coding.de/community/projekt/empathischer-chatbot-fur-das-onboarding-von-migranten/1135;Empathischer Chatbot für das Onboarding von Migranten;https://www.civic-coding.de/community/projekt/empathischer-chatbot-fur-das-onboarding-von-migranten/1135;Civic Coding;Laufend;Migranten stehen vor vielen Herausforderungen in einem neuen Land: fremde Kultur, Sprache, Gesellschaftssystem, Integration und Arbeit. Ein empathischer Chatbot kann helfen, diese ersten Schritte und das Onboarding zu erleichtern und Migranten bei der Integration zu unterstützen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Empfehlungssystem, KI-Anwendung, Interaktive App, Datenanwendung für Öffentlichkeit, Maschinelles Lernen, Natural Language Processing, Chatbot;Integration, Inklusion, Chancengleichheit, Soziale Arbeit, Gesellschaft und Engagement
126;https://www.civic-coding.de/community/projekt/civic-sync-plattform-fur-mapping-uebersetzung-und-kollaborative-pflege-von-angebotsdaten-fur-die-zivilgesellschaft/1132;Civic-Sync – Plattform für Mapping, Übersetzung und kollaborative Pflege von Angebotsdaten für die Zivilgesellschaft;https://www.civic-coding.de/community/projekt/civic-sync-plattform-fur-mapping-uebersetzung-und-kollaborative-pflege-von-angebotsdaten-fur-die-zivilgesellschaft/1132;Civic Coding;Laufend;Die Civic-Sync Plattform erlaubt z.B. soziale, kulturelle oder medizinische Angebotsdaten kollaborativ und partizipativ aufzubereiten und übersichtlich, mehrsprachig und barrierearm – aber insbesondere auch unterstützt durch KI-Chatbots – zur Verfügung zu stellen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Civic-Sync;Plattform, Open Source, Datenanwendung für Öffentlichkeit, Interaktive App, KI-Anwendung;Inklusion, Teilnahme, Gesellschaft und Engagement, Alter
127;https://www.civic-coding.de/community/projekt/zeit-fur-die-arbeit-mit-den-kids-kassenfuhrung-fur-paedagoginnen-in-der-kinder-und-jugendhilfe/1131;Zeit für die Arbeit mit den Kids - Kassenführung für Pädagog:innen in der Kinder- und Jugendhilfe;https://www.civic-coding.de/community/projekt/zeit-fur-die-arbeit-mit-den-kids-kassenfuhrung-fur-paedagoginnen-in-der-kinder-und-jugendhilfe/1131;Civic Coding;Laufend;Der Geldfluss und die Führung der Kassenbücher in unseren Betreuungseinheiten muss für die Pädagog:innen vor Ort unaufwändiger und anwenderfreundlicher werden. Es muss schnell gehen, intuitiv nutzbar und mobil möglich sein .;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Datenanwendung für Öffentlichkeit, KI-Anwendung, Automatisierung;Kinder- und Jugendhilfe, Soziale Arbeit, Verwaltung
128;https://www.civic-coding.de/community/projekt/users-universal-sustainability-education-and-reward-system/1130;USERS - Universal Sustainability Education and Reward System;https://www.civic-coding.de/community/projekt/users-universal-sustainability-education-and-reward-system/1130;Civic Coding;Laufend;USERS ist eine Universelle IT Plattform für Nachhaltigkeit. Ein gemeinsamer HUB für Information, Motivation und Empowerment. Es werden für Klima, Energie und Umwelt essentielle Informationen mit Spiel, Spaß und Belohnung sowie ca. 12 Tools mit KI, VR und AR angeboten.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;USERS;Datenanwendung für Öffentlichkeit, Interaktive App, KI-Anwendung, Plattform, Bildung;Umweltschutz, Klimaschutz, Bildung, Jugend, Verbraucherschutz
129;https://www.civic-coding.de/community/projekt/nutrichef/1129;NutriChef;https://www.civic-coding.de/community/projekt/nutrichef/1129;Civic Coding;Laufend;Eine Koch- und Ernährungsapp, die eine optimale Nährstoffversorgung garantiert, speziell bei besonderen Ernährungsanforderungen. Sie hilft, gesund und vielfältig zu kochen, berücksichtigt Budget, Allergien und Ernährungsstil, als Gegengewicht zur Convenience-Food-Kultur.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Ernährungssicherung, Datenanwendung für Öffentlichkeit, Interaktive App, Maschinelles Lernen, Ökologische Nachhaltigkeit;Ernährungssicherung, Gesundheit, Umweltschutz, Klimaschutz und Klimaanpassung, Ressourcenschutz
130;https://www.civic-coding.de/community/projekt/ki-basierter-social-knowledge-graph-oeffentliche-informationen-einfach-fur-alle/1114;KI-basierter Social Knowledge Graph – öffentliche Informationen einfach, für alle;https://www.civic-coding.de/community/projekt/ki-basierter-social-knowledge-graph-oeffentliche-informationen-einfach-fur-alle/1114;Civic Coding;Laufend;Aus zwei in Runde 1 des Civic Innovation Wettbewerbs prämierten Ideen wurde in der Umsetzung ein Verbundprojekt aus Knowledge Graph als Datengrundlage und einer KI zur automatisierten Übersetzung in leichte Sprache. Die Umsetzung wird durch das BMAS gefördert.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open Source, Maschinelles Lernen, Datenportal, Interaktive Datenexploration, Open Data, KI-Anwendung, Datenvisualisierung, Web-App;Arbeit, Soziales, Gesellschaft und Engagement, Inklusion, Rehabilitation, Chancengerechtigkeit, Teilhab, Bildungs- und Aufklärungsmaßnahmen
131;https://www.civic-coding.de/community/projekt/seedsafari/1113;SeedSafari;https://www.civic-coding.de/community/projekt/seedsafari/1113;Civic Coding;Laufend;Bündelung aller Informationen zu Förderprogrammen, die es für Unternehmer, Unternehmen und Gründer in Afrika geht, um sie mittels Chatbot durchsuchbar zu machen, um das optimale Förderprogramm zu finden, damit Jobs und Impact entstehen können.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Datenanwendung für Öffentlichkeit, Interaktiver Fragebogen, KI Anwendung, Chatbot, Data Science;Afrika, Wirtschaft, Unternehmertum, Gründung, Finanzierung, Bildung, Weiterbildung, Chancengerechtigkeit, Arbeitsmarkt
132;https://www.civic-coding.de/community/projekt/ki-gestutzte-optimierung-nachhaltiger-gebaeude/1109;KI-gestützte Optimierung nachhaltiger Gebäude;https://www.civic-coding.de/community/projekt/ki-gestutzte-optimierung-nachhaltiger-gebaeude/1109;Civic Coding;Laufend;Unser Projekt fokussiert sich auf die Entwicklung einer KI-gestützten Lebenszyklusanalyse (LCA) für nachhaltige Gebäude. Durch den Einsatz von Künstlicher Intelligenz optimieren wir die Materialauswahl und reduzieren darüber die Umweltwirkungen eines Gebäudes.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Datenanalyse, Maschinelles Lernen, Ökologische Nachhaltigkeit;Umweltschutz, Klimaschutz und Klimaanpassung, Ressourcenschutz, Natur- und Biodiversitätsschutz
